experiment_id,time_interval,lot1_stop_loss,lot2_stop_loss,lot3_stop_loss,take_profit,lot1_take_profit,lot2_take_profit,lot3_take_profit,take_profit_mode,total_pnl,mdd,win_rate,total_trades,sharpe_ratio,profit_factor,avg_win,avg_loss,max_consecutive_losses,status
13:0013:02_L1SL15TP41_L2SL15TP40_L3SL25TP41_fixed_points,13:00-13:02,15,15,25,,41.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP41_L3SL25TP15_fixed_points,13:00-13:02,15,15,25,,41.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP41_L3SL25TP40_fixed_points,13:00-13:02,15,15,25,,41.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP41_L3SL25TP41_fixed_points,13:00-13:02,15,15,25,,41.0,41.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15_L2SL15_L3SL30_TP55_fixed_points,13:00-13:02,15,15,30,55.0,,,,,-309.2,-1572.2,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL15TP15_L3SL30TP15_fixed_points,13:00-13:02,15,15,30,,15.0,15.0,15.0,,-1668.6,-2280.6,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL15TP15_L3SL30TP40_fixed_points,13:00-13:02,15,15,30,,15.0,15.0,40.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL15TP15_L3SL30TP41_fixed_points,13:00-13:02,15,15,30,,15.0,15.0,41.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL15TP40_L3SL30TP15_fixed_points,13:00-13:02,15,15,30,,15.0,40.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL15TP40_L3SL30TP40_fixed_points,13:00-13:02,15,15,30,,15.0,40.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL15TP40_L3SL30TP41_fixed_points,13:00-13:02,15,15,30,,15.0,40.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL15TP41_L3SL30TP15_fixed_points,13:00-13:02,15,15,30,,15.0,41.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL15TP41_L3SL30TP40_fixed_points,13:00-13:02,15,15,30,,15.0,41.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL15TP41_L3SL30TP41_fixed_points,13:00-13:02,15,15,30,,15.0,41.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL15TP15_L3SL30TP15_fixed_points,13:00-13:02,15,15,30,,40.0,15.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL15TP15_L3SL30TP40_fixed_points,13:00-13:02,15,15,30,,40.0,15.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL15TP15_L3SL30TP41_fixed_points,13:00-13:02,15,15,30,,40.0,15.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL15TP40_L3SL30TP15_fixed_points,13:00-13:02,15,15,30,,40.0,40.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL15TP40_L3SL30TP40_fixed_points,13:00-13:02,15,15,30,,40.0,40.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL15TP40_L3SL30TP41_fixed_points,13:00-13:02,15,15,30,,40.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL15TP41_L3SL30TP15_fixed_points,13:00-13:02,15,15,30,,40.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL15TP41_L3SL30TP40_fixed_points,13:00-13:02,15,15,30,,40.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL15TP41_L3SL30TP41_fixed_points,13:00-13:02,15,15,30,,40.0,41.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP15_L3SL30TP15_fixed_points,13:00-13:02,15,15,30,,41.0,15.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP15_L3SL30TP40_fixed_points,13:00-13:02,15,15,30,,41.0,15.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP15_L3SL30TP41_fixed_points,13:00-13:02,15,15,30,,41.0,15.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP40_L3SL30TP15_fixed_points,13:00-13:02,15,15,30,,41.0,40.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP40_L3SL30TP40_fixed_points,13:00-13:02,15,15,30,,41.0,40.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP40_L3SL30TP41_fixed_points,13:00-13:02,15,15,30,,41.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP41_L3SL30TP15_fixed_points,13:00-13:02,15,15,30,,41.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP41_L3SL30TP40_fixed_points,13:00-13:02,15,15,30,,41.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL15TP41_L3SL30TP41_fixed_points,13:00-13:02,15,15,30,,41.0,41.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15_L2SL20_L3SL20_TP55_fixed_points,13:00-13:02,15,20,20,55.0,,,,,-309.2,-1572.2,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP15_L3SL20TP15_fixed_points,13:00-13:02,15,20,20,,15.0,15.0,15.0,,-1668.6,-2280.6,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP15_L3SL20TP40_fixed_points,13:00-13:02,15,20,20,,15.0,15.0,40.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP15_L3SL20TP41_fixed_points,13:00-13:02,15,20,20,,15.0,15.0,41.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP40_L3SL20TP15_fixed_points,13:00-13:02,15,20,20,,15.0,40.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP40_L3SL20TP40_fixed_points,13:00-13:02,15,20,20,,15.0,40.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP40_L3SL20TP41_fixed_points,13:00-13:02,15,20,20,,15.0,40.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP41_L3SL20TP15_fixed_points,13:00-13:02,15,20,20,,15.0,41.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP41_L3SL20TP40_fixed_points,13:00-13:02,15,20,20,,15.0,41.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP41_L3SL20TP41_fixed_points,13:00-13:02,15,20,20,,15.0,41.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP15_L3SL20TP15_fixed_points,13:00-13:02,15,20,20,,40.0,15.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP15_L3SL20TP40_fixed_points,13:00-13:02,15,20,20,,40.0,15.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP15_L3SL20TP41_fixed_points,13:00-13:02,15,20,20,,40.0,15.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP40_L3SL20TP15_fixed_points,13:00-13:02,15,20,20,,40.0,40.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP40_L3SL20TP40_fixed_points,13:00-13:02,15,20,20,,40.0,40.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP40_L3SL20TP41_fixed_points,13:00-13:02,15,20,20,,40.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP41_L3SL20TP15_fixed_points,13:00-13:02,15,20,20,,40.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP41_L3SL20TP40_fixed_points,13:00-13:02,15,20,20,,40.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP41_L3SL20TP41_fixed_points,13:00-13:02,15,20,20,,40.0,41.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP15_L3SL20TP15_fixed_points,13:00-13:02,15,20,20,,41.0,15.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP15_L3SL20TP40_fixed_points,13:00-13:02,15,20,20,,41.0,15.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP15_L3SL20TP41_fixed_points,13:00-13:02,15,20,20,,41.0,15.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP40_L3SL20TP15_fixed_points,13:00-13:02,15,20,20,,41.0,40.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP40_L3SL20TP40_fixed_points,13:00-13:02,15,20,20,,41.0,40.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP40_L3SL20TP41_fixed_points,13:00-13:02,15,20,20,,41.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP41_L3SL20TP15_fixed_points,13:00-13:02,15,20,20,,41.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP41_L3SL20TP40_fixed_points,13:00-13:02,15,20,20,,41.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP41_L3SL20TP41_fixed_points,13:00-13:02,15,20,20,,41.0,41.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15_L2SL20_L3SL25_TP55_fixed_points,13:00-13:02,15,20,25,55.0,,,,,-309.2,-1572.2,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP15_L3SL25TP15_fixed_points,13:00-13:02,15,20,25,,15.0,15.0,15.0,,-1668.6,-2280.6,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP15_L3SL25TP40_fixed_points,13:00-13:02,15,20,25,,15.0,15.0,40.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP15_L3SL25TP41_fixed_points,13:00-13:02,15,20,25,,15.0,15.0,41.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP40_L3SL25TP15_fixed_points,13:00-13:02,15,20,25,,15.0,40.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP40_L3SL25TP40_fixed_points,13:00-13:02,15,20,25,,15.0,40.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP40_L3SL25TP41_fixed_points,13:00-13:02,15,20,25,,15.0,40.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP41_L3SL25TP15_fixed_points,13:00-13:02,15,20,25,,15.0,41.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP41_L3SL25TP40_fixed_points,13:00-13:02,15,20,25,,15.0,41.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP41_L3SL25TP41_fixed_points,13:00-13:02,15,20,25,,15.0,41.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP15_L3SL25TP15_fixed_points,13:00-13:02,15,20,25,,40.0,15.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP15_L3SL25TP40_fixed_points,13:00-13:02,15,20,25,,40.0,15.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP15_L3SL25TP41_fixed_points,13:00-13:02,15,20,25,,40.0,15.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP40_L3SL25TP15_fixed_points,13:00-13:02,15,20,25,,40.0,40.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP40_L3SL25TP40_fixed_points,13:00-13:02,15,20,25,,40.0,40.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP40_L3SL25TP41_fixed_points,13:00-13:02,15,20,25,,40.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP41_L3SL25TP15_fixed_points,13:00-13:02,15,20,25,,40.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP41_L3SL25TP40_fixed_points,13:00-13:02,15,20,25,,40.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP41_L3SL25TP41_fixed_points,13:00-13:02,15,20,25,,40.0,41.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP15_L3SL25TP15_fixed_points,13:00-13:02,15,20,25,,41.0,15.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP15_L3SL25TP40_fixed_points,13:00-13:02,15,20,25,,41.0,15.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP15_L3SL25TP41_fixed_points,13:00-13:02,15,20,25,,41.0,15.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP40_L3SL25TP15_fixed_points,13:00-13:02,15,20,25,,41.0,40.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP40_L3SL25TP40_fixed_points,13:00-13:02,15,20,25,,41.0,40.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP40_L3SL25TP41_fixed_points,13:00-13:02,15,20,25,,41.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP41_L3SL25TP15_fixed_points,13:00-13:02,15,20,25,,41.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP41_L3SL25TP40_fixed_points,13:00-13:02,15,20,25,,41.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP41_L3SL25TP41_fixed_points,13:00-13:02,15,20,25,,41.0,41.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15_L2SL20_L3SL30_TP55_fixed_points,13:00-13:02,15,20,30,55.0,,,,,-309.2,-1572.2,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP15_L3SL30TP15_fixed_points,13:00-13:02,15,20,30,,15.0,15.0,15.0,,-1668.6,-2280.6,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP15_L3SL30TP40_fixed_points,13:00-13:02,15,20,30,,15.0,15.0,40.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP15_L3SL30TP41_fixed_points,13:00-13:02,15,20,30,,15.0,15.0,41.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP40_L3SL30TP15_fixed_points,13:00-13:02,15,20,30,,15.0,40.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP40_L3SL30TP40_fixed_points,13:00-13:02,15,20,30,,15.0,40.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP40_L3SL30TP41_fixed_points,13:00-13:02,15,20,30,,15.0,40.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP41_L3SL30TP15_fixed_points,13:00-13:02,15,20,30,,15.0,41.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP41_L3SL30TP40_fixed_points,13:00-13:02,15,20,30,,15.0,41.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL20TP41_L3SL30TP41_fixed_points,13:00-13:02,15,20,30,,15.0,41.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP15_L3SL30TP15_fixed_points,13:00-13:02,15,20,30,,40.0,15.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP15_L3SL30TP40_fixed_points,13:00-13:02,15,20,30,,40.0,15.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP15_L3SL30TP41_fixed_points,13:00-13:02,15,20,30,,40.0,15.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP40_L3SL30TP15_fixed_points,13:00-13:02,15,20,30,,40.0,40.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP40_L3SL30TP40_fixed_points,13:00-13:02,15,20,30,,40.0,40.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP40_L3SL30TP41_fixed_points,13:00-13:02,15,20,30,,40.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP41_L3SL30TP15_fixed_points,13:00-13:02,15,20,30,,40.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP41_L3SL30TP40_fixed_points,13:00-13:02,15,20,30,,40.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL20TP41_L3SL30TP41_fixed_points,13:00-13:02,15,20,30,,40.0,41.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP15_L3SL30TP15_fixed_points,13:00-13:02,15,20,30,,41.0,15.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP15_L3SL30TP40_fixed_points,13:00-13:02,15,20,30,,41.0,15.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP15_L3SL30TP41_fixed_points,13:00-13:02,15,20,30,,41.0,15.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP40_L3SL30TP15_fixed_points,13:00-13:02,15,20,30,,41.0,40.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP40_L3SL30TP40_fixed_points,13:00-13:02,15,20,30,,41.0,40.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP40_L3SL30TP41_fixed_points,13:00-13:02,15,20,30,,41.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP41_L3SL30TP15_fixed_points,13:00-13:02,15,20,30,,41.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP41_L3SL30TP40_fixed_points,13:00-13:02,15,20,30,,41.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL20TP41_L3SL30TP41_fixed_points,13:00-13:02,15,20,30,,41.0,41.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15_L2SL25_L3SL25_TP55_fixed_points,13:00-13:02,15,25,25,55.0,,,,,-309.2,-1572.2,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL25TP15_L3SL25TP15_fixed_points,13:00-13:02,15,25,25,,15.0,15.0,15.0,,-1668.6,-2280.6,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL25TP15_L3SL25TP40_fixed_points,13:00-13:02,15,25,25,,15.0,15.0,40.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL25TP15_L3SL25TP41_fixed_points,13:00-13:02,15,25,25,,15.0,15.0,41.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL25TP40_L3SL25TP15_fixed_points,13:00-13:02,15,25,25,,15.0,40.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL25TP40_L3SL25TP40_fixed_points,13:00-13:02,15,25,25,,15.0,40.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL25TP40_L3SL25TP41_fixed_points,13:00-13:02,15,25,25,,15.0,40.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL25TP41_L3SL25TP15_fixed_points,13:00-13:02,15,25,25,,15.0,41.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL25TP41_L3SL25TP40_fixed_points,13:00-13:02,15,25,25,,15.0,41.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP15_L2SL25TP41_L3SL25TP41_fixed_points,13:00-13:02,15,25,25,,15.0,41.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL25TP15_L3SL25TP15_fixed_points,13:00-13:02,15,25,25,,40.0,15.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL25TP15_L3SL25TP40_fixed_points,13:00-13:02,15,25,25,,40.0,15.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL25TP15_L3SL25TP41_fixed_points,13:00-13:02,15,25,25,,40.0,15.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL25TP40_L3SL25TP15_fixed_points,13:00-13:02,15,25,25,,40.0,40.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL25TP40_L3SL25TP40_fixed_points,13:00-13:02,15,25,25,,40.0,40.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL25TP40_L3SL25TP41_fixed_points,13:00-13:02,15,25,25,,40.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL25TP41_L3SL25TP15_fixed_points,13:00-13:02,15,25,25,,40.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL25TP41_L3SL25TP40_fixed_points,13:00-13:02,15,25,25,,40.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP40_L2SL25TP41_L3SL25TP41_fixed_points,13:00-13:02,15,25,25,,40.0,41.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL25TP15_L3SL25TP15_fixed_points,13:00-13:02,15,25,25,,41.0,15.0,15.0,,-1205.4,-1818.4,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL25TP15_L3SL25TP40_fixed_points,13:00-13:02,15,25,25,,41.0,15.0,40.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL25TP15_L3SL25TP41_fixed_points,13:00-13:02,15,25,25,,41.0,15.0,41.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL25TP40_L3SL25TP15_fixed_points,13:00-13:02,15,25,25,,41.0,40.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL25TP40_L3SL25TP40_fixed_points,13:00-13:02,15,25,25,,41.0,40.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL25TP40_L3SL25TP41_fixed_points,13:00-13:02,15,25,25,,41.0,40.0,41.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL25TP41_L3SL25TP15_fixed_points,13:00-13:02,15,25,25,,41.0,41.0,15.0,,-742.2,-1626.8,54.1,61,0,0,0,0,0,success
13:0013:02_L1SL15TP41_L2SL25TP41_L3SL25TP40_fixed_points,13:00-13:02,15,25,25,,41.0,41.0,40.0,,-279.0,-1542.0,52.46,61,0,0,0,0,0,success
